case_no,case_alias,case_key,court,decided,title,doc_letec,doc_crawl,vec_chunks,vec_ctx,vec_dead,cited_code,cited_textbook,not_found,overlap,note
2006도1513,,2006do1513,,,,0,0,0,0,0,0,0,1,0,
2006도388,,2006do388,대법원,2006.09.08,노동조합및노동관계조정법위반·산업안전보건법위반,1,0,6,0,0,0,0,0,0,
2006도388794,,2006do388794,,,,0,0,0,0,0,0,0,1,0,
2006도4981,,2006do4981,대법원,2006.10.12,통신비밀보호법위반,1,0,3,0,0,0,0,0,0,
2006도6389,,2006do6389,대법원,2007.06.28,사기·정보통신망이용촉진및정보보호등에관한법률위반(정보통신망침해등),1,0,2,0,0,0,0,0,0,
2006도638911,,2006do638911,,,,0,0,0,0,0,0,0,1,0,
2006도6479,,2006do6479,대법원,2007.03.30,근로기준법위반,1,0,2,0,0,0,0,0,0,
2006도6479112,,2006do6479112,,,,0,0,0,0,0,0,0,1,0,
2006도7233,,2006do7233,,2023.02.12,노조활동에 대한 불이익처분을 할 만한 정당한 이유가 있다면 부당노동행위가 아니다.,0,1,0,4,0,0,0,0,0,
2006도7329,,2006do7329,대법원,2007.11.30,근로기준법위반·강제집행면탈·명예훼손·라디오에의한명예훼손,1,0,2,0,0,0,0,0,0,
2006도7660,,2006do7660,대법원,2008.09.25,근로기준법위반,1,1,3,0,0,0,0,0,1,
2006도777,,2006do777,대법원,2007.09.07,근로기준법위반,1,0,4,0,0,0,0,0,0,
2006도7916,,2006do7916,,2023.10.07,영업비밀의 의미와 그 요건,0,1,0,5,0,0,0,0,0,
2006도8644,,2006do8644,대법원,2008.04.24,정보통신망이용촉진및정보보호등에관한법률위반(정보통신망침해등),1,0,5,0,0,0,0,0,0,
2006도9089,,2006do9089,대법원,2008.04.24,업무상배임,1,0,4,0,0,0,0,0,0,
2006두1074,,2006du1074,,,,0,0,0,0,0,0,0,1,0,
2006두11644,,2006du11644,,,,0,0,0,0,0,0,0,1,0,
2006두11644340,,2006du11644340,,,,0,0,0,0,0,0,0,1,0,
2006두13220,,2006du13220,,,,0,0,0,0,0,0,0,1,0,
2006두13626,,2006du13626,대법원,2008.10.09,파면처분등취소,1,0,3,0,0,0,0,0,0,
2006두15172,,2006du15172,,,,0,0,0,0,0,0,0,1,0,
2006두15400,,2006du15400,,2023.02.11,산별노조는 기존 기업별 노동조합과 조직대상이 중복되는 복수노조가 아니다.,0,1,0,3,0,0,0,0,0,
2006두15622,,2006du15622,대법원,2007.02.08,보험급여금대체지급부지급취소,1,0,3,0,0,0,0,0,0,
2006두1715,,2006du1715,,,,0,0,0,0,0,0,0,1,0,
2006두18423,,2006du18423,대법원,2008.09.25,부당노동행위및부당해고구제재심판정취소,1,0,2,0,0,0,0,0,0,
2006두18812,,2006du18812,,,,0,0,0,0,0,0,0,1,0,
2006두2701,,2006du2701,,,,0,0,0,0,0,0,0,1,0,
2006두3476,,2006du3476,대법원,2006.07.28,부당해고구제재심판정취소,1,0,2,0,0,0,0,0,0,
2006두3568,,2006du3568,대법원,2006.10.27,평균임금증감불승인처분취소,1,0,2,0,0,0,0,0,0,
2006두4127,,2006du4127,대법원,2008.09.25,유족급여등부지급처분취소,1,0,2,0,0,0,0,0,0,
2006두4233,,2006du4233,,,,0,0,0,0,0,0,0,1,0,
2006두4912,,2006du4912,대법원,2007.04.12,요양불승인처분취소,1,0,3,0,0,0,0,0,0,
2006두4912902,,2006du4912902,,,,0,0,0,0,0,0,0,1,0,
2006두5335,,2006du5335,대법원,2006.6.16.,,0,0,0,0,0,0,1,1,0,
2006두6956,,2006du6956,대법원,2006.8.25.,,0,0,0,0,0,0,1,1,0,
2006두6956137,,2006du6956137,,,,0,0,0,0,0,0,0,1,0,
2006두8341,,2006du8341,대법원,2006.09.22,유족급여및장의비부지급처분취소,1,0,2,0,0,0,0,0,0,
2006두9269,,2006du9269,,,,0,0,0,0,0,0,0,1,0,
2006두9771,,2006du9771,대법원,2008.07.24,산업재해요양불승인처분취소,1,0,2,0,0,0,0,0,0,
2006두9873,,2006du9873,,,,0,0,0,0,0,0,0,1,0,
2006마1303,,2006ma1303,대법원,2007.03.29,경업금지가처분,1,0,2,0,0,0,0,0,0,
2006마851,,2006ma851,대법원,2008.06.12,양수금,1,0,2,0,0,0,0,0,0,
2007가합10338,,2007gahap10338,,,,0,0,0,0,0,0,0,1,0,
2007가합24292,,2007gahap24292,,2023.02.11,통상임금에 산입될 수당을 통상임금에서 제외하는 노사간 합의의 효력,0,1,0,5,0,0,0,0,0,
2007가합86803,,2007gahap86803,,,,0,0,0,0,0,0,0,1,0,
2007구합13968,,2007guhap13968,,,,0,0,0,0,0,0,0,1,0,
2007구합14619,,2007guhap14619,,,,0,0,0,0,0,0,0,1,0,
2007구합15810,,2007guhap15810,,,,0,0,0,0,0,0,0,1,0,
2007구합16042,,2007guhap16042,,,,0,0,0,0,0,0,0,1,0,
2007구합290,,2007guhap290,,,,0,0,0,0,0,0,0,1,0,
2007구합29352,,2007guhap29352,,,,0,0,0,0,0,0,0,1,0,
2007구합30710,,2007guhap30710,,2023.02.11,과장급 직원이 노조법에서 정한 비조합원에 해당하는지 여부,0,1,0,4,0,0,0,0,0,
2007구합34125,,2007guhap34125,,,,0,0,0,0,0,0,0,1,0,
2007구합45583,,2007guhap45583,,2024.04.29,회사분할로 분할대상 사업에 종사하던 근로자들의 근로관계는 신설회사에 포괄적으로 승계된다,0,1,0,6,0,0,0,0,0,
2007구합8935,,2007guhap8935,,,,0,0,0,0,0,0,0,1,0,
2007나17199,,2007na17199,,,,0,0,0,0,0,0,0,1,0,
2007나9102,,2007na9102,,,,0,0,0,0,0,0,0,1,0,
2007나9102126,,2007na9102126,,,,0,0,0,0,0,0,0,1,0,
2007노209,,2007no209,,,,0,0,0,0,0,0,0,1,0,
2007노4706,,2007no4706,,2023.02.12,포괄임금제 근로계약서를 미작성했더라도 전반적인 사정으로 보아 포괄임금계약으로 인정한 사례,0,1,0,8,0,0,0,0,0,
2007누11124,,2007nu11124,,,,0,0,0,0,0,0,0,1,0,
2007누12738,,2007nu12738,,,,0,0,0,0,0,0,0,1,0,
2007누1273851,,2007nu1273851,,,,0,0,0,0,0,0,0,1,0,
2007누13571,,2007nu13571,,,,0,0,0,0,0,0,0,1,0,
2007누29224,,2007nu29224,,,,0,0,0,0,0,0,0,1,0,
2007누30057,,2007nu30057,,,,0,0,0,0,0,0,0,1,0,
2007누34226,,2007nu34226,,,,0,0,0,0,0,0,0,1,0,
2007누3451,,2007nu3451,,,,0,0,0,0,0,0,0,1,0,
2007누9084,,2007nu9084,,,,0,0,0,0,0,0,0,1,0,
2007다1418,,2007da1418,대법원,2008.03.14,해고무효확인,1,1,5,0,0,0,0,0,1,
2007다18584,,2007da18584,대법원,2007.12.14,임금,1,0,4,0,0,0,0,0,0,
2007다29379,,2007da29379,대법원,2007.12.27,손해배상(기),1,0,8,0,0,0,1,0,0,
2007다37165,,2007da37165,대법원,2007.09.06,퇴직금,1,0,2,0,0,0,0,0,0,
2007다51017,,2007da51017,대법원,2007.12.27,근로자지위확인등,1,0,2,0,0,0,0,0,0,
2007다51758,,2007da51758,대법원,2007.12.27,해고무효확인등,1,0,3,0,0,0,1,0,0,
2007다54498,,2007da54498,대법원,2009.03.26,업무추진역발령무효확인등,1,0,2,0,0,0,1,0,0,
2007다590,,2007da590,대법원,2008.11.13,임금,1,1,2,0,0,0,0,0,1,
2007다62840,,2007da62840,대법원,2009.02.12,해고무효확인등,1,1,3,0,0,0,0,0,1,
2007다63012,,2007da63012,,,,0,0,0,0,0,0,0,1,0,
2007다72519,,2007da72519,대법원,2009.10.15,퇴직금,1,1,5,0,0,0,0,0,1,
2007다72519191,,2007da72519191,,,,0,0,0,0,0,0,0,1,0,
2007다73277,,2007da73277,대법원,2009.12.24,임금,1,1,2,0,0,0,0,0,1,
2007다73277275,,2007da73277275,,,,0,0,0,0,0,0,0,1,0,
2007다7973,,2007da7973,대법원,2008.10.23,임금,1,0,2,0,0,0,0,0,0,
2007다82059,,2007da82059,대법원,2010.05.13,구상금,1,0,4,0,0,0,0,0,0,
2007다85997,,2007da85997,대법원,2008.02.29,해고무효확인등,1,0,5,0,0,0,1,0,0,
2007다90692,,2007da90692,,,,0,0,0,0,0,0,0,1,0,
2007다90760,,2007da90760,대법원,2010.05.20,퇴직금,1,1,10,0,0,0,0,0,1,
2007도10873,,2007do10873,,,,0,0,0,0,0,0,0,1,0,
2007도1199,,2007do1199,대법원,2008.04.10,근로기준법위반·노동조합및노동관계조정법위반,1,1,4,0,0,0,0,0,1,
2007도1539,,2007do1539,대법원,2007.06.28,근로기준법위반,1,0,4,0,0,0,0,0,0,
2007도1539220,,2007do1539220,,,,0,0,0,0,0,0,0,1,0,
2007도1557,,2007do1557,대법원,2008.01.18,업무방해·절도·상해·폭력행위등처벌에관한법률위반(야간·공동협박)·폭행·모욕·특수협박(일부인정된죄명:협박)·공무집행방해·집회및시위에관한법률위반,1,0,2,0,0,0,0,0,0,
2007도3081,,2007do3081,,,,0,0,0,0,0,0,0,1,0,
2007도3192,,2007do3192,대법원,2007.08.23,근로기준법위반,1,0,3,0,0,0,2,0,0,
2007도319277,,2007do319277,,,,0,0,0,0,0,0,0,1,0,
2007도319278,,2007do319278,,,,0,0,0,0,0,0,0,1,0,
2007도3725,,2007do3725,,2023.02.12,사전에 미리 중간정산하여 매월지급하는 퇴직금의 효력,0,1,0,4,0,0,0,0,0,
2007도4171,,2007do4171,,2023.07.10,"월급,일당 속에 퇴직금을 포함하는 것은 무효이고, 퇴직금 사전포기 약정도 무효이다.",0,1,0,7,0,0,0,0,0,
2007도482,,2007do482,대법원,2011.03.17,업무방해,1,0,12,0,0,0,0,0,0,
2007도482764,,2007do482764,,,,0,0,0,0,0,0,0,1,0,
2007도4904,,2007do4904,대법원,2007.09.06,근로기준법위반,1,0,2,0,0,0,1,0,0,
2007도5204,,2007do5204,대법원,2007.12.28,업무방해·폭력행위등처벌에관한법률위반(공동주거침입),1,0,5,0,0,0,0,0,0,
2007도6243,,2007do6243,대법원,2009.12.24,전자기록등내용탐지,1,0,3,0,0,0,0,0,0,
2007도97,,2007do97,,,,0,0,0,0,0,0,0,1,0,
2007두10174,,2007du10174,대법원,2008.09.11,부당해고구제재심판정취소,1,0,2,0,0,0,0,0,0,
2007두10440,,2007du10440,대법원,2009.09.10,재심판정취소,1,1,4,0,0,0,0,0,1,
2007두10440330,,2007du10440330,,,,0,0,0,0,0,0,0,1,0,
2007두11153,,2007du11153,,,,0,0,0,0,0,0,0,1,0,
2007두11566,,2007du11566,대법원,2007.10.11,부당해고구제재심판정취소,1,0,2,0,0,0,0,0,0,
2007두12101,,2007du12101,,,,0,0,0,0,0,0,0,1,0,
2007두12859,,2007du12859,,2023.02.11,산별노조 산하 지회의 쟁의행위 찬반투표 실시 대상,0,1,0,4,0,0,0,0,0,
2007두12859735,,2007du12859735,,,,0,0,0,0,0,0,0,1,0,
2007두14411,,2007du14411,,,,0,0,0,0,0,0,0,1,0,
2007두1460,,2007du1460,대법원,2007.05.31,부당해고·부당대기발령등구제재심판정취소,1,0,2,0,0,0,2,0,0,
2007두1479426,,2007du1479426,,,,0,0,0,0,0,0,0,1,0,
2007두15506,,2007du15506,,2023.02.12,제공하던 노조사무실을 폐쇄하는 등 편의제공을 일방적으로 거절하는 것은 부당노동행위,0,1,0,6,0,0,0,0,0,
2007두15612,,2007du15612,,,,0,0,0,0,0,0,0,1,0,
2007두15797,,2007du15797,대법원,2010.07.15,부당해고구제재심판정취소,1,1,4,0,0,0,0,0,1,
2007두1729,,2007du1729,대법원,2011.04.14,부당해고및부당노동행위구제재심판정취소,1,1,4,0,0,0,0,0,1,
2007두18406,,2007du18406,대법원,2010.07.29,부당해고구제재심판정중직위해제부분취소,1,1,4,0,0,0,0,0,1,
2007두1840616,,2007du1840616,,,,0,0,0,0,0,0,0,1,0,
2007두18406342,,2007du18406342,,,,0,0,0,0,0,0,0,1,0,
2007두18437,,2007du18437,,,,0,0,0,0,0,0,0,1,0,
2007두1897,,2007du1897,,,,0,0,0,0,0,0,0,1,0,
2007두20157,,2007du20157,대법원,2009.04.23,부당인사발령구제재심판정취소,1,0,4,0,0,0,0,0,0,
2007두2029,,2007du2029,대법원,2008.03.13,유족급여및장의비부지급처분취소,1,0,2,0,0,0,0,0,0,
2007두2067,,2007du2067,,2024.03.07,당연퇴직 또는 당연면직 처분은 해고처분이므로 합리적으로 판단해야,0,1,0,6,0,0,0,0,0,
2007두21518,,2007du21518,,,,0,0,0,0,0,0,0,1,0,
2007두2173,,2007du2173,대법원,2008.09.18,휴업급여부지급처분취소,1,0,6,0,0,0,0,0,0,
2007두22306,,2007du22306,대법원,2009.03.12,부당해고구제재심판정취소,1,0,2,0,0,0,0,0,0,
2007두22320,,2007du22320,대법원,2008.09.18,부당해고구제재심판정취소,1,1,4,0,0,0,0,0,1,
2007두2234,,2007du2234,,,,0,0,0,0,0,0,0,1,0,
2007두22344,,2007du22344,,,,0,0,0,0,0,0,0,1,0,
2007두22498,,2007du22498,대법원,2008.07.10,부당해고구제재심판정취소,1,1,4,0,0,0,0,0,1,
2007두25695,,2007du25695,,2023.02.11,조합원을 이유로 정리해고한 것이 부당노동행위에 해당하는지 여부의 판단 방법,0,1,0,3,0,0,0,0,0,
2007두2623022,,2007du2623022,,,,0,0,0,0,0,0,0,1,0,
2007두2784,,2007du2784,대법원,2009.05.28,요양불승인처분취소,1,0,2,0,0,0,0,0,0,
2007두3077,,2007du3077,,,,0,0,0,0,0,0,0,1,0,
2007두34,,2007du34,,,,0,0,0,0,0,0,0,1,0,
2007두3695,,2007du3695,,2023.02.12,회사밖의 행사나 모임 중 발생한 재해가 업무상 재해에 해당하기 위한 요건,0,1,0,4,0,0,0,0,0,
2007두3695896,,2007du3695896,,,,0,0,0,0,0,0,0,1,0,
2007두4810,,2007du4810,대법원,2008.09.25,요양연기불승인처분취소,1,0,2,0,0,0,0,0,0,
2007두4995,,2007du4995,대법원,2015.06.25,노동조합설립신고서반려처분취소,1,0,6,0,0,0,0,0,0,
2007두4995517,,2007du4995517,,,,0,0,0,0,0,0,0,1,0,
2007두7093,,2007du7093,대법원,2007.10.12,부당노동행위및부당해고구제재심판정취소,1,0,2,0,0,0,0,0,0,
2007두8881,,2007du8881,,2023.02.10,원청회사도 부당노동행위 구제명령의 시정주체가 될 수 있다.,0,1,0,4,0,0,0,0,0,
2007두8881520,,2007du8881520,,,,0,0,0,0,0,0,0,1,0,
2007두9471,,2007du9471,대법원,2010.05.27,유족보상등청구서반려처분취소,1,0,5,0,0,0,1,0,0,
2007두947137,,2007du947137,,,,0,0,0,0,0,0,0,1,0,
2007두955621,,2007du955621,,,,0,0,0,0,0,0,0,1,0,
2007두9587,,2007du9587,,,,0,0,0,0,0,0,0,1,0,
2007헌마1359,,2007heonma1359,헌법재판소,2009.10.29,경비업법 제15조 제3항 등 위헌확인,1,0,6,0,0,0,0,0,0,
2007헌마135924,,2007heonma135924,,,,0,0,0,0,0,0,0,1,0,
2007헌바27,,2007heonba27,헌법재판소,2009.02.26,지방세법 제245조의2 제1항 위헌소원,1,0,0,0,0,0,1,0,0,원장미수록(섹션없음)
2007헌바36,,2007heonba36,헌법재판소,2008.11.27,근로기준법 제37조 제2항 등 위헌소원,1,0,4,0,0,0,1,0,0,
2008가단120633,,2008gadan120633,,2023.02.10,매월 일정하게 지급된 근속가산금과 가계보조비 명절휴가비는 통상임금에 포함된다,0,1,0,6,0,0,0,0,0,
2008가단13531,,2008gadan13531,,2023.02.11,잘못된 업무처리를 지시한 회사는 정신적 고통에 대한 손해배상 책임이 있다,0,1,0,3,0,0,0,0,0,
2008가단167281,,2008gadan167281,,,,0,0,0,0,0,0,0,1,0,
2008가합42794,,2008gahap42794,,2023.02.10,해외연수 중인 근로자에게 이메일로 보낸 해고통지는 유효,0,1,0,3,0,0,0,0,0,
2008가합5589,,2008gahap5589,,2023.02.11,강의수입을 5:5로 배분하고 사업자등록을 한 학원강사를 근로자로 인정한 사례,0,1,0,6,0,0,0,0,0,
2008가합61153,,2008gahap61153,,2023.02.10,"계약기간을 반복갱신하는 경우, 갱신기대권이 인정되는지 여부의 판단 기준",0,1,0,3,0,0,0,0,0,
2008구단10891,,2008gudan10891,,2023.02.10,해외 자회사에 파견근무 중 발생한 업무상재해도 산재,0,1,0,3,0,0,0,0,0,
2008구합11549,,2008guhap11549,,,,0,0,0,0,0,0,0,1,0,
2008구합11556,,2008guhap11556,,,,0,0,0,0,0,0,0,1,0,
2008구합12382,,2008guhap12382,,,,0,0,0,0,0,0,0,1,0,
2008구합14715,,2008guhap14715,,,,0,0,0,0,0,0,0,1,0,
2008구합15367,,2008guhap15367,,2023.02.11,집행유예를 당연퇴직으로 하는 인사규정은 위법하므로 무효이다,0,1,0,5,0,0,0,0,0,
2008구합15701,,2008guhap15701,,,,0,0,0,0,0,0,0,1,0,
2008구합19611,,2008guhap19611,,,,0,0,0,0,0,0,0,1,0,
2008구합22396,,2008guhap22396,,,,0,0,0,0,0,0,0,1,0,
2008구합24712,,2008guhap24712,,,,0,0,0,0,0,0,0,1,0,
2008구합24743,,2008guhap24743,,2023.02.11,기간제근로자 차별여부에 있어 '동종 또는 유사한 업무'에 대한 판단기준,0,1,0,3,0,0,0,0,0,
2008구합25197,,2008guhap25197,,2023.02.11,해고회피 노력 및 노조와 성실한 협의를 거쳤더라도 해고기준이 불공정한 정리해고는 위법,0,1,0,8,0,0,0,0,0,
2008구합2941,,2008guhap2941,,2023.02.10,연차휴가를 이용한 부적법 쟁의행위에 대해 무단결근 처리 및 임금삭감은 부당노동행위가 아니다,0,1,0,7,0,0,0,0,0,
2008구합32218,,2008guhap32218,,,,0,0,0,0,0,0,0,1,0,
2008구합32744,,2008guhap32744,,2023.02.11,산별노조 지부가 있더라도 새로운 기업별 단위노조를 설립한 것은 복수노조가 아니다.,0,1,0,3,0,0,0,0,0,
2008구합34979,,2008guhap34979,,2023.02.11,재계약 심사를 통해 계약갱신을 거절하려면 사회통념상 상당한 합리적인 이유가 있어야 한다,0,1,0,6,0,0,0,0,0,
2008구합35835,,2008guhap35835,,2023.02.11,근로계약기간이 단지 형식에 불과한 무기계약직에 대한 계약기간 만료통지는 해고이다.,0,1,0,5,0,0,0,0,0,
2008구합46477,,2008guhap46477,,,,0,0,0,0,0,0,0,1,0,
2008구합47494,,2008guhap47494,,2023.02.09,근속승진누락도 구제신청 대상이다,0,1,0,4,0,0,0,0,0,
2008구합48718,,2008guhap48718,,,,0,0,0,0,0,0,0,1,0,
2008나21324,,2008na21324,,2023.02.11,퇴직금으로 매월 지급받은 돈은 통상임금의 일부로 부당이득이 아니다.,0,1,0,4,0,0,0,0,0,
2008나6243,,2008na6243,,,,0,0,0,0,0,0,0,1,0,
2008나6950,,2008na6950,,2023.02.12,파견근로자의 산재사고에 대한 사용사업주와 파견사업주의 손해배상책임 부담 여부,0,1,0,1,0,0,0,0,0,
2008누16430,,2008nu16430,,,,0,0,0,0,0,0,0,1,0,
2008누22787,,2008nu22787,,,,0,0,0,0,0,0,0,1,0,
2008다12408,,2008da12408,대법원,2011.07.28,구상금,1,0,5,0,0,0,1,0,0,
2008다13104,,2008da13104,대법원,2009.05.21,양수금,1,0,3,0,0,0,1,0,0,
2008다13104910,,2008da13104910,,,,0,0,0,0,0,0,0,1,0,
2008다13623,,2008da13623,대법원,2011.01.27,배당이의,1,0,4,0,0,0,1,0,0,
2008다2241,,2008da2241,대법원,2009.03.12,해고무효확인등,1,0,2,0,0,0,0,0,0,
2008다29123,,2008da29123,,2023.02.09,노조활동의 표현물이 일부 과장 왜곡이라도 전체적으로 진실한 것이면 징계사유에 해당하지 않는다,0,2,0,13,0,0,0,0,0,
2008다33399,,2008da33399,,2023.02.10,파업기간 중에 포함된 유급휴일에 대한 임금지급을 청구할 수 없다,0,1,0,4,0,0,0,0,0,
2008다38288,,2008da38288,대법원,2010.04.22,손해배상(기),1,0,17,0,0,0,0,0,0,
2008다40847,,2008da40847,대법원,2008.11.27,손해배상(산),1,0,4,0,0,0,0,0,0,
2008다41666,,2008da41666,대법원,2008.10.09,임금,1,1,3,0,0,0,0,0,1,
2008다41777,,2008da41777,,,,0,0,0,0,0,0,0,1,0,
2008다45101,,2008da45101,,,,0,0,0,0,0,0,0,1,0,
2008다46531,,2008da46531,대법원,2008.11.13,대여금,1,0,2,0,0,0,0,0,0,
2008다49417,,2008da49417,,2023.02.09,재계약을 원하지 않는다는 의사표시를 하거나 재계약 신청을 포기한 것은 당연 퇴직,0,1,0,5,0,0,0,0,0,
2008다57852,,2008da57852,,2024.03.20,포괄임금제의 성립 여부에 관한 판단방법,0,1,0,11,0,2,0,0,0,
2008다6052,,2008da6052,대법원,2010.05.13,임금,1,1,3,0,0,4,0,0,1,
2008다6052287,,2008da6052287,,,,0,0,0,0,0,0,0,1,0,
2008다62724,,2008da62724,,2023.02.11,"인사규정에서 당연퇴직, 징계면직, 직권면직을 규정한 것은 유효하다",0,1,0,4,0,0,0,0,0,
2008다65242,,2008da65242,대법원,2008.12.24,배당이의,1,0,4,0,0,0,0,0,0,
2008다70336,,2008da70336,대법원,2009.02.12,해고무효확인등,1,0,2,0,0,0,2,0,0,
2008다89712,,2008da89712,대법원,2009.02.26,손해배상(기),1,0,4,0,0,0,0,0,0,
2008다9150,,2008da9150,,2023.02.10,퇴직금 매월 분할 지급 계약이 퇴직금을 안주기 위한 목적이라면 반환하지 않아도 된다,0,1,0,6,0,0,0,1,1,
2008도1433,,2008do1433,대법원,2008.07.10,모욕,1,0,3,0,0,0,1,0,0,
2008도2171,,2008do2171,,,,0,0,0,0,0,0,0,1,0,
2008도3435,,2008do3435,,2023.10.07,상당한 노력에 의하여 비밀로 유지된 정보라고 볼 수 없어 영업비밀에 해당하지 않는다고 한 사례,0,1,0,5,0,0,0,0,0,
2008도364,,2008do364,대법원,2008.03.27,근로기준법위반,1,0,2,0,0,0,0,0,0,
2008도4831,,2008do4831,대법원,2008.11.13,노동조합및노동관계조정법위반,1,0,3,0,0,0,0,0,0,
2008도5526,,2008do5526,대법원,2008.10.23,공공기관의개인정보보호에관한법률위반,1,0,2,0,0,0,0,0,0,
2008도5984,,2008do5984,,2024.02.29,‘근로자에 관한 사항에 대하여 사업주를 위하여 행동하는 자’의 의미,0,1,0,4,0,0,0,0,0,
2008도7018,,2008do7018,대법원,2008.11.27,특정경제범죄가중처벌등에관한법률위반(횡령)·특정경제범죄가중처벌등에관한법률위반(사기)·뇌물공여·배임증재·배임수재·상법위반·공전자기록등불실기재·불실기재공전자기록등행사·강요·공갈·신용정보의이용및보호에관한법률위반·통신비밀보호법위반·조세범처벌법위반·뇌물공여의사표시·부동산실권리자명의등기에관한법률위반·횡령·증거변조교사·증거변조·재물손괴·사문서위조·위조사문서행사·무고,1,0,2,0,0,0,1,0,0,
2008도7030,,2008do7030,대법원,2009.05.28,업무상과실치사·산업안전보건법위반,1,0,4,0,0,0,1,0,0,
2008도8280,,2008do8280,,2023.02.11,정기 노사협의회를 개최하지 않는 경우 처벌대상은 사용자의 지위에 있는 의장이다.,0,1,0,3,0,0,0,0,0,
2008두11105,,2008du11105,,,,0,0,0,0,0,0,0,1,0,
2008두11495,,2008du11495,,,,0,0,0,0,0,0,0,1,0,
2008두11693,,2008du11693,대법원,2011.7.28.,,0,0,0,0,0,0,1,1,0,
2008두1191,,2008du1191,대법원,2008.05.29,요양불승인처분취소,1,0,2,0,0,0,0,0,0,
2008두12344,,2008du12344,대법원,2008.11.13.,,0,0,0,0,0,0,1,1,0,
2008두12887,,2008du12887,,,,0,0,0,0,0,0,0,1,0,
2008두13873,,2008du13873,,2023.02.09,비노조원이 되는 '사업주를 위해 행동하는자'와 '사업주의 이익을 대표하여 행동하는자'의 의미,0,1,0,12,0,0,0,0,0,
2008두13873519,,2008du13873519,,,,0,0,0,0,0,0,0,1,0,
2008두13873527,,2008du13873527,,,,0,0,0,0,0,0,0,1,0,
2008두13972,,2008du13972,대법원,2011.01.27,부당해고 구제 재심 판정취소,1,0,2,0,0,0,0,0,0,
2008두1566,,2008du1566,대법원,2008.05.15,유족급여및장의비부지급처분취소,1,0,2,0,0,0,0,0,0,
2008두16094,,2008du16094,,,,0,0,0,0,0,0,0,1,0,
2008두16346,,2008du16346,,,,0,0,0,0,0,0,0,1,0,
2008두16711,,2008du16711,,,,0,0,0,0,0,0,0,1,0,
2008두17066,,2008du17066,,,,0,0,0,0,0,0,0,1,0,
2008두18397,,2008du18397,,,,0,0,0,0,0,0,0,1,0,
2008두20444,,2008du20444,,2023.02.10,국민연금 보험료를 임의로 납부하지 않을 권리는 없다.,0,1,0,5,0,0,0,0,0,
2008두2088,,2008du2088,대법원,2009.03.12,부당해고및부당노동행위구제재심판정취소,1,0,2,0,0,0,2,0,0,
2008두22136,,2008du22136,대법원,2009.12.10,부당승무정지구제재심판정취소,1,0,3,0,0,0,1,0,0,
2008두22211,,2008du22211,대법원,2009.04.09,부당해고및부당노동행위구제재심판정취소,1,1,3,0,0,0,0,0,1,
2008두23948,,2008du23948,,,,0,0,0,0,0,0,0,1,0,
2008두2484,,2008du2484,,2023.02.12,인사규정의 징계시효기간에 관한 규정의 취지와 그 기간의 기산점,0,1,0,4,0,0,0,0,0,
2008두3678,,2008du3678,,,,0,0,0,0,0,0,0,1,0,
2008두3821,,2008du3821,,,,0,0,0,0,0,0,0,1,0,
2008두4367,,2008du4367,대법원,2010.07.22,부당해고및부당노동행위구제재심판정취소,1,0,4,0,0,0,2,0,0,
2008두4923,,2008du4923,,,,0,0,0,0,0,0,0,1,0,
2008두7663,,2008du7663,,,,0,0,0,0,0,0,0,1,0,
2008두8024,,2008du8024,대법원,2009.08.20,중재재정해석결정취소,1,0,5,0,0,0,0,0,0,
2008두8024786,,2008du8024786,,,,0,0,0,0,0,0,0,1,0,
2008두9935,,2008du9935,,,,0,0,0,0,0,0,0,1,0,
2008카합3466,,2008kahap3466,,,,0,0,0,0,0,0,0,1,0,
2008헌마477,,2008heonma477,헌법재판소,2011.08.30,최저임금법 제6조 제5항 위헌확인,1,0,5,0,0,0,0,0,0,
2009가단421267,,2009gadan421267,,,,0,0,0,0,0,0,0,1,0,
2009가단44581,,2009gadan44581,,,,0,0,0,0,0,0,0,1,0,
2009가합13699,,2009gahap13699,,2023.02.08,노동조합의 안전운행 투쟁과 파업에 대한 손해배상책임을 부정한 사례,0,1,0,2,0,0,0,0,0,
2009가합13699704,,2009gahap13699704,,,,0,0,0,0,0,0,0,1,0,
2009가합1761,,2009gahap1761,청주지법,2010.04.21,부당이득금반환,1,0,6,0,0,0,0,0,0,
2009구합14491,,2009guhap14491,,,,0,0,0,0,0,0,0,1,0,
2009구합17100,,2009guhap17100,,,,0,0,0,0,0,0,0,1,0,
2009구합25415,,2009guhap25415,,,,0,0,0,0,0,0,0,1,0,
2009구합2932,,2009guhap2932,,2023.02.10,해고된 근로자도 회사의 도산시 체당금 지급대상에 포함된다.,0,1,0,5,0,0,0,0,0,
2009구합31878,,2009guhap31878,,,,0,0,0,0,0,0,0,1,0,
2009구합37395,,2009guhap37395,,,,0,0,0,0,0,0,0,1,0,
2009구합40193,,2009guhap40193,,,,0,0,0,0,0,0,0,1,0,
2009구합52844,,2009guhap52844,,,,0,0,0,0,0,0,0,1,0,
2009구합55126,,2009guhap55126,,,,0,0,0,0,0,0,0,1,0,
2009누11531,,2009nu11531,,,,0,0,0,0,0,0,0,1,0,
2009누14974,,2009nu14974,,,,0,0,0,0,0,0,0,1,0,
2009누1619,,2009nu1619,,,,0,0,0,0,0,0,0,1,0,
2009누20849,,2009nu20849,,,,0,0,0,0,0,0,0,1,0,
