case_no,case_alias,case_key,court,decided,title,doc_letec,doc_crawl,vec_chunks,vec_ctx,vec_dead,cited_code,cited_textbook,not_found,overlap,note
10인30,,10in30,,,,0,0,0,0,0,0,0,1,0,
12인250,,12in250,,,,0,0,0,0,0,0,0,1,0,
2000가합70373,,2000gahap70373,,2023.02.07,단체협약에서 지급의무가 정해진 영업성과급은 임금에 해당한다,0,1,0,7,0,0,0,0,0,
2000구합26810,,2000guhap26810,,,,0,0,0,0,0,0,0,1,0,
2000구합8546,,2000guhap8546,,,,0,0,0,0,0,0,0,1,0,
2000나8009,,2000na8009,,,,0,0,0,0,0,0,0,1,0,
2000나800912,,2000na800912,,,,0,0,0,0,0,0,0,1,0,
2000누13824,,2000nu13824,,,,0,0,0,0,0,0,0,1,0,
2000누16694,,2000nu16694,,,,0,0,0,0,0,0,0,1,0,
2000다15869,,2000da15869,대법원,2000.06.09,부당이득금,1,0,3,0,0,0,1,0,0,
2000다18127,,2000da18127,대법원,2002.05.31,임금,1,1,5,0,0,0,0,0,1,
2000다18127177,,2000da18127177,,,,0,0,0,0,0,0,0,1,0,
2000다18608,,2000da18608,대법원,2001.11.13,퇴직금,1,0,3,0,0,0,0,0,0,
2000다18608401,,2000da18608401,,,,0,0,0,0,0,0,0,1,0,
2000다18714,,2000da18714,,2023.02.04,퇴직금 산정시 통상 생활임금 반영돼야,0,1,0,5,0,0,0,0,0,
2000다2023,,2000da2023,대법원,2000.04.25,손해배상(자),1,0,4,0,0,0,1,0,0,
2000다22591,,2000da22591,대법원,2000.09.08,노임,1,0,3,0,0,0,0,0,0,
2000다23297,,2000da23297,,,,0,0,0,0,0,0,0,1,0,
2000다23815,,2000da23815,대법원,2002.10.25,해고무효확인,1,0,3,0,0,0,0,0,0,
2000다2381532,,2000da2381532,,,,0,0,0,0,0,0,0,1,0,
2000다2443,,2000da2443,대법원,2000.05.30,전부금,1,0,3,0,0,0,1,0,0,
2000다25910,,2000da25910,,2024.03.27,"경영악화로 입사취소하면 정당한 정리해고이지만, 임금은 지급해야",0,1,0,10,0,0,0,0,0,
2000다25910131,,2000da25910131,,,,0,0,0,0,0,0,0,1,0,
2000다27671,,2000da27671,,2024.03.19,퇴직금을 일당 속에 포함하여 지급하는 약정의 효력(무효)과 퇴직금 사전 포기 약정의 효력(무효),0,1,0,7,0,0,0,0,0,
2000다27671494,,2000da27671494,,,,0,0,0,0,0,0,0,1,0,
2000다29370,,2000da29370,대법원,2002.07.23,임금,1,0,4,0,0,0,0,0,0,
2000다3347,,2000da3347,대법원,2002.3.26.,,0,0,0,0,0,0,2,1,0,
2000다4005,,2000da4005,,,,0,0,0,0,0,0,0,1,0,
2000다45419,,2000da45419,대법원,2002.04.12,구상금,1,0,3,0,0,0,0,0,0,
2000다50701,,2000da50701,,2026.02.13,당기순이익 실현을 전제로 경영성과를 분배하는 특별성과급은 임금이 아니다,0,1,0,10,0,0,0,0,0,
2000다5070110,,2000da5070110,,,,0,0,0,0,0,0,0,1,0,
2000다507017,,2000da507017,,,,0,0,0,0,0,0,0,1,0,
2000다51476,,2000da51476,대법원,2000.11.28.,,0,0,0,0,0,0,3,1,0,
2000다51476128,,2000da51476128,,,,0,0,0,0,0,0,0,1,0,
2000다51476129,,2000da51476129,,,,0,0,0,0,0,0,0,1,0,
2000다51919,,2000da51919,대법원,2001.01.19,해고무효확인,1,0,3,0,0,0,1,0,0,
2000다5336,,2000da5336,대법원,2003.01.24,채무부존재확인·양수금,1,0,6,0,0,0,0,0,0,
2000다60630,,2000da60630,대법원,2001.09.18,임금,1,0,3,0,0,0,0,0,0,
2000다60630494,,2000da60630494,,,,0,0,0,0,0,0,0,1,0,
2000다60890,,2000da60890,,2023.02.04,명예퇴직 결정 후 타 회사 취업하면 징계 사유에 해당하고 명예퇴직을 취소할 수 있다,0,1,0,5,0,0,0,0,0,
2000다60890426,,2000da60890426,,,,0,0,0,0,0,0,0,1,0,
2000다61312,,2000da61312,대법원,2001.02.23,임금,1,0,3,0,0,0,0,0,0,
2000다62322,,2000da62322,대법원,2002.03.21,구상금,1,0,5,0,0,0,0,0,0,
2000다62322913,,2000da62322913,,,,0,0,0,0,0,0,0,1,0,
2000다63752,,2000da63752,대법원,2001.02.23,구상금,1,0,4,0,0,0,0,0,0,
2000다65239,,2000da65239,대법원,2001.06.26,퇴직금,1,0,3,0,0,0,0,0,0,
2000다65383,,2000da65383,,,,0,0,0,0,0,0,0,1,0,
2000다8127,,2000da8127,대법원,2002.5.31.,,0,0,0,0,0,0,3,1,0,
2000도2871,,2000do2871,대법원,2001.06.26,업무방해,1,0,3,0,0,0,0,0,0,
2000도2871731,,2000do2871731,,,,0,0,0,0,0,0,0,1,0,
2000도4169,,2000do4169,,,,0,0,0,0,0,0,0,1,0,
2000도4169648,,2000do4169648,,,,0,0,0,0,0,0,0,1,0,
2000도4299,,2000do4299,대법원,2001.02.23,근로기준법위반,1,0,3,0,0,0,0,0,0,
2000도4299600,,2000do4299600,,,,0,0,0,0,0,0,0,1,0,
2000도4901,,2000do4901,,2023.02.12,차량임대차 형식의 지입차주 겸 운전기사는 근로자로 볼 수 없다.,0,1,0,5,0,0,0,0,0,
2000도5716,,2000do5716,대법원,2003.01.10,폭력행위등처벌에관한법률위반·명예훼손(추가로인정된죄명:폭행·협박),1,0,3,0,0,0,0,0,0,
2000도571660,,2000do571660,,,,0,0,0,0,0,0,0,1,0,
2000두10151,,2000du10151,,,,0,0,0,0,0,0,0,1,0,
2000두10601,,2000du10601,,,,0,0,0,0,0,0,0,1,0,
2000두1270,,2000du1270,,,,0,0,0,0,0,0,0,1,0,
2000두1447,,2000du1447,,,,0,0,0,0,0,0,0,1,0,
2000두1454,,2000du1454,대법원,2001.1.16.,,0,0,0,0,0,0,1,1,0,
2000두2723,,2000du2723,대법원,2001.02.23,임금채권부담금부과처분취소,1,0,4,0,0,0,0,0,0,
2000두3634,,2000du3634,,,,0,0,0,0,0,0,0,1,0,
2000두3689,,2000du3689,대법원,2001.12.14.,,0,0,0,0,0,0,2,1,0,
2000두3689362,,2000du3689362,,,,0,0,0,0,0,0,0,1,0,
2000두4538,,2000du4538,대법원,2001.07.27,산재요양불승인처분취소,1,0,4,0,0,0,0,0,0,
2000두4606,,2000du4606,대법원,2002.6.28.,,0,0,0,0,0,0,1,1,0,
2000두460646,,2000du460646,,,,0,0,0,0,0,0,0,1,0,
2000두4606467,,2000du4606467,,,,0,0,0,0,0,0,0,1,0,
2000두4637,,2000du4637,,,,0,0,0,0,0,0,0,1,0,
2000두4637723,,2000du4637723,,,,0,0,0,0,0,0,0,1,0,
2000두5708,,2000du5708,,,,0,0,0,0,0,0,0,1,0,
2000두6268,,2000du6268,대법원,2001.07.13,장해연금지급중지처분취소,1,0,3,0,0,0,0,0,0,
2000두6626,,2000du6626,,,,0,0,0,0,0,0,0,1,0,
2000두7186,,2000du7186,,,,0,0,0,0,0,0,0,1,0,
2000두7315,,2000du7315,,,,0,0,0,0,0,0,0,1,0,
2000두7605,,2000du7605,대법원,2001.04.10,징계해고재심신청기각결정취소,1,0,3,0,0,0,0,0,0,
2000두7988,,2000du7988,,,,0,0,0,0,0,0,0,1,0,
2000두8011,,2000du8011,대법원,2002.12.26,부당대기구제재심판정취소,1,0,3,0,0,0,0,0,0,
2000두8011336,,2000du8011336,,,,0,0,0,0,0,0,0,1,0,
2000두8455,,2000du8455,대법원,2002.03.29,부당해고구제재심판정취소,1,0,5,0,0,0,3,0,0,
2000두8455404,,2000du8455404,,,,0,0,0,0,0,0,0,1,0,
2000두9063,,2000du9063,,,,0,0,0,0,0,0,0,1,0,
2000두9113,,2000du9113,,,,0,0,0,0,0,0,0,1,0,
2000두9373,,2000du9373,대법원,2002.07.09,부당해고구제재심판정취소,1,0,3,0,0,0,2,0,0,
2000두9373455,,2000du9373455,,,,0,0,0,0,0,0,0,1,0,
2000두9380,,2000du9380,대법원,2002.05.28,재심결정취소,1,0,3,0,0,0,1,0,0,
2000두9455,,2000du9455,,,,0,0,0,0,0,0,0,1,0,
2000두9717,,2000du9717,대법원,2002.10.25,평균임금정정불승인처분취소,1,0,3,0,0,0,0,0,0,
2000두988,,2000du988,,,,0,0,0,0,0,0,0,1,0,
2000두9977,,2000du9977,,,,0,0,0,0,0,0,0,1,0,
2000헌마707,,2000heonma707,헌법재판소,2002.07.18,평균임금결정고시부작위  위헌확인,1,0,4,0,0,0,1,0,0,
2000헌마707189,,2000heonma707189,,,,0,0,0,0,0,0,0,1,0,
2001가합1173,,2001gahap1173,,,,0,0,0,0,0,0,0,1,0,
2001구합39776,,2001guhap39776,,,,0,0,0,0,0,0,0,1,0,
2001나1142,,2001na1142,,,,0,0,0,0,0,0,0,1,0,
2001나51710,,2001na51710,,,,0,0,0,0,0,0,0,1,0,
2001누12149,,2001nu12149,,,,0,0,0,0,0,0,0,1,0,
2001누13098,,2001nu13098,,,,0,0,0,0,0,0,0,1,0,
2001누19959,,2001nu19959,,,,0,0,0,0,0,0,0,1,0,
2001누3091,,2001nu3091,,,,0,0,0,0,0,0,0,1,0,
2001누4818,,2001nu4818,,,,0,0,0,0,0,0,0,1,0,
2001누7345,,2001nu7345,,,,0,0,0,0,0,0,0,1,0,
2001다12669,,2001da12669,대법원,2003.07.25,퇴직금,1,0,4,0,0,0,2,0,0,
2001다12699,,2001da12699,,,,0,0,0,0,0,0,0,1,0,
2001다12699188,,2001da12699188,,,,0,0,0,0,0,0,0,1,0,
2001다13044,,2001da13044,대법원,2001.06.12,해고무효확인,1,0,3,0,0,0,1,0,0,
2001다13044452,,2001da13044452,,,,0,0,0,0,0,0,0,1,0,
2001다14351,,2001da14351,대법원,2003.02.11,추심금,1,0,3,0,0,0,0,0,0,
2001다14665,,2001da14665,,2023.02.14,이미 지급청구권이 발생한 임금을 단체협약으로 포기할 수 없다.,0,1,0,3,0,0,0,0,0,
2001다15422,,2001da15422,대법원,2001.05.29,임금·손해배상(기),1,0,3,0,0,0,0,0,0,
2001다15422655,,2001da15422655,,,,0,0,0,0,0,0,0,1,0,
2001다16722,,2001da16722,대법원,2002.06.11,임금,1,1,5,0,0,0,0,0,1,
2001다17596,,2001da17596,,,,0,0,0,0,0,0,0,1,0,
2001다18322,,2001da18322,,2024.04.11,취업규칙 불이익 변경시 과반수 노동조합이 없는 경우 근로자들의 회의 방식과 사용자 개입,0,1,0,5,0,0,0,0,0,
2001다18322152,,2001da18322152,,,,0,0,0,0,0,0,0,1,0,
2001다2010,,2001da2010,,,,0,0,0,0,0,0,0,1,0,
2001다24051,,2001da24051,대법원,2001.10.30,임금,1,0,4,0,0,0,2,0,0,
2001다24051496,,2001da24051496,,,,0,0,0,0,0,0,0,1,0,
2001다24655,,2001da24655,대법원,2003.10.09,구상금,1,0,3,0,0,0,1,0,0,
2001다24655857,,2001da24655857,,,,0,0,0,0,0,0,0,1,0,
2001다24662,,2001da24662,,2023.02.05,경영주체 변경에 불과하다면 퇴직금 산정시 근속연수를 합산해야,0,1,0,4,0,0,0,0,0,
2001다25184,,2001da25184,대법원,2001.10.23,퇴직금,1,0,3,0,0,0,2,0,0,
2001다25184216,,2001da25184216,,,,0,0,0,0,0,0,0,1,0,
2001다27975,,2001da27975,대법원,2001.11.13,해고무효확인등,1,0,3,0,0,0,0,0,0,
2001다29452,,2001da29452,대법원,2002.07.09,해고무효확인,1,0,5,0,0,0,6,0,0,
2001다29452463,,2001da29452463,,,,0,0,0,0,0,0,0,1,0,
2001다31141,,2001da31141,,,,0,0,0,0,0,0,0,1,0,
2001다37941,,2001da37941,,,,0,0,0,0,0,0,0,1,0,
2001다41384,,2001da41384,대법원,2002.04.12,임금,1,0,5,0,0,0,0,0,0,
2001다41568,,2001da41568,,2023.02.14,퇴직금청구권을 사전에 포기하는 계약이나 소송을 제기하지 않겠다는 약속은 무효,0,1,0,3,0,0,0,0,0,
2001다42301,,2001da42301,,,,0,0,0,0,0,0,0,1,0,
2001다53875,,2001da53875,대법원,2004.04.28,경비반환,1,1,2,0,0,0,0,0,1,
2001다53875121,,2001da53875121,,,,0,0,0,0,0,0,0,1,0,
2001다53950,,2001da53950,,2026.01.31,정기적 계속적 일률적으로 지급된 특별생산격려금(특별상여금)은 평균임금에 포함,0,1,0,5,0,0,0,0,0,
2001다539509,,2001da539509,,,,0,0,0,0,0,0,0,1,0,
2001다54977,,2001da54977,대법원,2003.05.16,임금,1,0,4,0,0,0,0,0,0,
2001다58443,,2001da58443,대법원,2002.12.10,약속어음금,1,0,4,0,0,0,0,0,0,
2001다60019,,2001da60019,대법원,2002.01.08,부당이득금,1,0,3,0,0,0,0,0,0,
2001다63599,,2001da63599,대법원,2004.02.12,임금,1,1,4,0,0,0,0,0,1,
2001다63599142,,2001da63599142,,,,0,0,0,0,0,0,0,1,0,
2001다6800,,2001da6800,대법원,2004.01.29,해고무효확인등,1,0,2,0,0,0,0,0,0,
2001다6800544,,2001da6800544,,,,0,0,0,0,0,0,0,1,0,
2001다68891,,2001da68891,,,,0,0,0,0,0,0,0,1,0,
2001다71528,,2001da71528,,2024.03.07,회사 경영방침에 따른 전적시 종전회사와 전적된 회사 근무기간은 단일기간,0,1,0,5,0,0,0,1,1,
2001다71528355,,2001da71528355,,,,0,0,0,0,0,0,0,1,0,
2001다72173,,2001da72173,,,,0,0,0,0,0,0,0,1,0,
2001다76328,,2001da76328,대법원,2004.05.14,임금,1,1,4,0,0,0,0,0,1,
2001다76328174,,2001da76328174,,,,0,0,0,0,0,0,0,1,0,
2001다77970,,2001da77970,대법원,2002.06.28,임금,1,0,5,0,0,0,1,0,0,
2001다77970607,,2001da77970607,,,,0,0,0,0,0,0,0,1,0,
2001다7834,,2001da7834,대법원,2001.09.18,보상금등,1,0,3,0,0,0,0,0,0,
2001다82507,,2001da82507,대법원,2004.03.18,손해배상(기),1,0,3,0,0,0,0,0,0,
2001다83838,,2001da83838,대법원,2002.03.29,배당이의,1,0,3,0,0,0,1,0,0,
2001다83838240,,2001da83838240,,,,0,0,0,0,0,0,0,1,0,
2001다9380,,2001da9380,,,,0,0,0,0,0,0,0,1,0,
2001도204,,2001do204,대법원,2001.02.23,근로기준법위반,1,0,3,0,0,0,1,0,0,
2001도3380,,2001do3380,대법원,2003.12.26,업무방해·폭력행위등처벌에관한법률위반·상해,1,0,3,0,0,0,0,0,0,
2001도3889,,2001do3889,대법원,2002.11.22,특정경제범죄가중처벌등에관한법률위반(횡령)·근로기준법위반,1,0,3,0,0,0,0,0,0,
2001도53,,2001do53,,,,0,0,0,0,0,0,0,1,0,
2001도53736,,2001do53736,,,,0,0,0,0,0,0,0,1,0,
2001두10455,,2001du10455,대법원,2002.05.28,부당해고구제재심판정취소,1,0,4,0,0,0,0,0,0,
2001두10776,,2001du10776,대법원,2003.09.26,부당해고구제재심판정취소,1,0,2,0,0,0,0,0,0,
2001두11069,,2001du11069,,,,0,0,0,0,0,0,0,1,0,
2001두11076,,2001du11076,대법원,2002.06.14,부당해고구제재심판정취소,1,0,3,0,0,0,2,0,0,
2001두1154,,2001du1154,대법원,2004.10.15,부당해고구제재심판정취소,1,0,2,0,0,0,0,0,0,
2001두1161,,2001du1161,,,,0,0,0,0,0,0,0,1,0,
2001두1178,,2001du1178,,,,0,0,0,0,0,0,0,1,0,
2001두2218,,2001du2218,,,,0,0,0,0,0,0,0,1,0,
2001두2365,,2001du2365,,,,0,0,0,0,0,0,0,1,0,
2001두3136,,2001du3136,대법원,2003.06.10,부당해고및부당노동행위구제재심판정취소,1,0,4,0,0,0,1,0,0,
2001두3709,,2001du3709,대법원,2001.7.13.,,0,0,0,0,0,0,1,1,0,
2001두4818,,2001du4818,대법원,2003.07.25,중재재심결정취소,1,0,3,0,0,0,0,0,0,
2001두4825,,2001du4825,,,,0,0,0,0,0,0,0,1,0,
2001두5361,,2001du5361,대법원,2002.07.26,노동조합결의처분시정명령취소,1,0,6,0,0,0,0,0,0,
2001두536578,,2001du536578,,,,0,0,0,0,0,0,0,1,0,
2001두5767,,2001du5767,,,,0,0,0,0,0,0,0,1,0,
2001두5767814,,2001du5767814,,,,0,0,0,0,0,0,0,1,0,
2001두649,,2001du649,,,,0,0,0,0,0,0,0,1,0,
2001두6579,,2001du6579,대법원,2002.05.14,부당해고구제재심판정취소,1,0,3,0,0,0,1,0,0,
2001두6579413,,2001du6579413,,,,0,0,0,0,0,0,0,1,0,
2001두8018,,2001du8018,대법원,2003.07.08,부당해고구제재심판정취소,1,0,3,0,0,0,1,0,0,
2001두8339,,2001du8339,,,,0,0,0,0,0,0,0,1,0,
2001두8568,,2001du8568,대법원,2004.02.27,노동조합설립신고반려처분취소,1,0,3,0,0,0,0,0,0,
2001두8643,,2001du8643,,2023.02.14,항공노동조합과 항공조종사노동조합이 복수노조인지,0,1,0,5,0,0,0,0,0,
2001헌바50,,2001heonba50,헌법재판소,2002.11.28,한국보건산업진흥원법 부칙 제3조   위헌소원,1,0,5,0,0,0,1,0,0,
2001헌바5021,,2001heonba5021,,,,0,0,0,0,0,0,0,1,0,
2001헌바82,,2001heonba82,헌법재판소,2002.08.29,소득세법 제61조  위헌소원,1,0,5,0,0,0,1,0,0,
2002가합12355,,2002gahap12355,,,,0,0,0,0,0,0,0,1,0,
2002가합12355126,,2002gahap12355126,,,,0,0,0,0,0,0,0,1,0,
2002구합2338,,2002guhap2338,,,,0,0,0,0,0,0,0,1,0,
2002구합25874,,2002guhap25874,,,,0,0,0,0,0,0,0,1,0,
2002구합29050,,2002guhap29050,,,,0,0,0,0,0,0,0,1,0,
2002구합32476,,2002guhap32476,,,,0,0,0,0,0,0,0,1,0,
2002구합36034,,2002guhap36034,,,,0,0,0,0,0,0,0,1,0,
2002구합39880,,2002guhap39880,,,,0,0,0,0,0,0,0,1,0,
2002구합6231,,2002guhap6231,,,,0,0,0,0,0,0,0,1,0,
2002구합6309,,2002guhap6309,,,,0,0,0,0,0,0,0,1,0,
2002나24439,,2002na24439,,,,0,0,0,0,0,0,0,1,0,
2002나40400,,2002na40400,,,,0,0,0,0,0,0,0,1,0,
2002나58138,,2002na58138,,,,0,0,0,0,0,0,0,1,0,
2002누14104,,2002nu14104,,,,0,0,0,0,0,0,0,1,0,
2002다10202,,2002da10202,,,,0,0,0,0,0,0,0,1,0,
2002다11458,,2002da11458,대법원,2003.04.25,의원면직무효확인등,1,0,3,0,0,0,4,0,0,
2002다1448,,2002da1448,,,,0,0,0,0,0,0,0,1,0,
2002다16958,,2002da16958,대법원,2002.06.14,임금,1,0,3,0,0,0,2,0,0,
2002다16958287,,2002da16958287,,,,0,0,0,0,0,0,0,1,0,
2002다1832,,2002da1832,,,,0,0,0,0,0,0,0,1,0,
2002다19292,,2002da19292,대법원,2002.7.26.,,0,0,0,0,0,0,1,1,0,
2002다2034,,2002da2034,,,,0,0,0,0,0,0,0,1,0,
2002다23185,,2002da23185,대법원,2004.05.14,임금등,1,1,6,0,0,0,0,0,1,
2002다23185392,,2002da23185392,,,,0,0,0,0,0,0,0,1,0,
2002다23826,,2002da23826,대법원,2003.05.30,해고무효확인및직원지위확인등,1,0,4,0,0,0,0,0,0,
2002다23826396,,2002da23826396,,,,0,0,0,0,0,0,0,1,0,
2002다24935,,2002da24935,,2023.02.04,농지개량조합이 농림부장관의 승인없이 노조와 체결한 임직원 보수 인상 약정은 무효,0,1,0,3,0,0,0,0,0,
2002다2843,,2002da2843,대법원,2003.12.18,임금,1,0,5,0,0,0,0,0,0,
2002다2843165,,2002da2843165,,,,0,0,0,0,0,0,0,1,0,
2002다32332,,2002da32332,대법원,2002.10.25,임금,1,0,3,0,0,0,0,0,0,
2002다35379,,2002da35379,,,,0,0,0,0,0,0,0,1,0,
2002다35867,,2002da35867,대법원,2002.11.08,상여금,1,0,3,0,0,0,1,0,0,
2002다36303,,2002da36303,,,,0,0,0,0,0,0,0,1,0,
2002다4399,,2002da4399,대법원,2002.08.23,퇴직금,1,0,4,0,0,0,0,0,0,
2002다4399172,,2002da4399172,,,,0,0,0,0,0,0,0,1,0,
2002다4429,,2002da4429,대법원,2002.09.04,구상금,1,0,6,0,0,0,1,0,0,
2002다442941,,2002da442941,,,,0,0,0,0,0,0,0,1,0,
2002다48399,,2002da48399,대법원,2002.12.10,배당이의,1,0,5,0,0,0,0,0,0,
2002다50149,,2002da50149,대법원,2002.12.26,구상금,1,0,3,0,0,0,0,0,0,
2002다50828,,2002da50828,,,,0,0,0,0,0,0,0,1,0,
2002다50828177,,2002da50828177,,,,0,0,0,0,0,0,0,1,0,
2002다51555,,2002da51555,대법원,2004.06.25,징계해고무효확인청구등,1,0,6,0,0,0,1,0,0,
2002다52312,,2002da52312,대법원,2004.07.22,부당이득금,1,1,5,0,0,0,0,0,1,
2002다56130,,2002da56130,대법원,2004.06.25,임금,1,0,5,0,0,0,0,0,0,
2002다5613076,,2002da5613076,,,,0,0,0,0,0,0,0,1,0,
2002다57201,,2002da57201,대법원,2002.12.26,불신임결의무효확인등,1,0,3,0,0,0,0,0,0,
2002다57362,,2002da57362,대법원,2004.07.22,손해배상(기),1,1,4,0,0,0,0,0,1,
2002다59702,,2002da59702,대법원,2004.07.22,해고무효확인등,1,0,2,0,0,0,0,0,0,
2002다60528,,2002da60528,대법원,2003.04.11,해고무효,1,1,3,0,0,0,0,0,1,
2002다62432,,2002da62432,대법원,2006.02.24,해고무효확인,1,1,4,0,0,0,0,0,1,
2002다62432136,,2002da62432136,,,,0,0,0,0,0,0,0,1,0,
2002다64681,,2002da64681,대법원,2003.09.26,퇴직금,1,0,4,0,0,0,1,0,0,
2002다6468141,,2002da6468141,,,,0,0,0,0,0,0,0,1,0,
2002다65066,,2002da65066,,,,0,0,0,0,0,0,0,1,0,
2002다65097,,2002da65097,,,,0,0,0,0,0,0,0,1,0,
2002다65905,,2002da65905,대법원,2004.05.27,배당이의,1,0,3,0,0,0,1,0,0,
2002다65905243,,2002da65905243,,,,0,0,0,0,0,0,0,1,0,
2002다69631,,2002da69631,대법원,2003.03.14,임금,1,0,3,0,0,0,1,0,0,
2002다69631139,,2002da69631139,,,,0,0,0,0,0,0,0,1,0,
2002다69822,,2002da69822,,,,0,0,0,0,0,0,0,1,0,
2002다70822,,2002da70822,대법원,2005.06.09,해고무효확인등,1,0,2,0,0,0,0,0,0,
2002다73708,,2002da73708,대법원,2003.05.13,손해배상(기),1,0,3,0,0,0,1,0,0,
2002다73708422,,2002da73708422,,,,0,0,0,0,0,0,0,1,0,
2002도123,,2002do123,대법원,2002.10.08,통신비밀보호법위반,1,0,4,0,0,0,0,0,0,
2002도2211,,2002do2211,대법원,2002.07.12,근로기준법위반,1,0,3,0,0,0,1,0,0,
2002도2243,,2002do2243,대법원,2002.09.24,폭력행위등처벌에관한법률위반,1,0,3,0,0,0,0,0,0,
2002도2243749,,2002do2243749,,,,0,0,0,0,0,0,0,1,0,
2002도3450,,2002do3450,대법원,2006.05.12,집단에너지사업법위반·업무방해·노동조합및노동관계조정법위반,1,0,4,0,0,0,0,0,0,
2002도3450725,,2002do3450725,,,,0,0,0,0,0,0,0,1,0,
2002도3666,,2002do3666,대법원,2002.09.24,근로기준법위반,1,0,3,0,0,0,0,0,0,
2002도3730,,2002do3730,,,,0,0,0,0,0,0,0,1,0,
2002도3883,,2002do3883,대법원,2003.03.14,남녀고용평등법위반,1,1,4,0,0,0,0,0,1,
2002도388372,,2002do388372,,,,0,0,0,0,0,0,0,1,0,
2002도5577,,2002do5577,대법원,2006.05.25,집단에너지사업법위반·업무방해·노동조합및노동관계조정법위반,1,0,3,0,0,0,0,0,0,
2002도5577744,,2002do5577744,,,,0,0,0,0,0,0,0,1,0,
2002도6198,,2002do6198,,,,0,0,0,0,0,0,0,1,0,
2002도649,,2002do649,대법원,2002.11.26,근로기준법위반·노동조합및노동관계조정법위반·근로자참여및협력증진에관한법률위반,1,0,3,0,0,0,1,0,0,
2002도64950,,2002do64950,,,,0,0,0,0,0,0,0,1,0,
2002도7225,,2002do7225,대법원,2003.07.22,업무방해,1,0,3,0,0,0,0,0,0,
2002도7225645,,2002do7225645,,,,0,0,0,0,0,0,0,1,0,
2002두10094,,2002du10094,,,,0,0,0,0,0,0,0,1,0,
2002두11349,,2002du11349,,,,0,0,0,0,0,0,0,1,0,
2002두12809,,2002du12809,대법원,2003.12.12,부당노동행위구제재심판정취소,1,0,3,0,0,0,1,0,0,
2002두2857,,2002du2857,,,,0,0,0,0,0,0,0,1,0,
2002두3706,,2002du3706,,,,0,0,0,0,0,0,0,1,0,
2002두3959,,2002du3959,,,,0,0,0,0,0,0,0,1,0,
2002두5948,,2002du5948,대법원,2002.11.26,전임계약해지무효확인,1,0,3,0,0,0,0,0,0,
2002두6552,,2002du6552,대법원,2002.10.25.,,0,0,0,0,0,0,1,1,0,
2002두6927,,2002du6927,,2023.02.04,성추행 파출소장 해임 정당,0,1,0,1,0,0,0,0,0,
2002두738,,2002du738,,,,0,0,0,0,0,0,0,1,0,
2002두7425,,2002du7425,,2023.02.13,쟁의행위가 금지되는 안전보호시설의 의미 및 판단기준,0,1,0,4,0,0,0,0,0,
2002두7425744,,2002du7425744,,,,0,0,0,0,0,0,0,1,0,
2002두7715,,2002du7715,,,,0,0,0,0,0,0,0,1,0,
2002두8138,,2002du8138,대법원,2003.5.16.,,0,0,0,0,0,0,1,1,0,
2002두8138338,,2002du8138338,,,,0,0,0,0,0,0,0,1,0,
2002두8640,,2002du8640,,2023.02.13,계약직 근로자가 재임용 제외조치의 유효 여부를 다툴 법률상 이익을 가지는 경우,0,1,0,3,0,0,0,0,0,
2002두8640840,,2002du8640840,,,,0,0,0,0,0,0,0,1,0,
2002두9063,,2002du9063,,2023.02.05,"단체협약이 취업규칙보다 근로자에게 더 불리하게 개정된 경우, 취업규칙의 적용이 배제되는지 여부",0,2,0,9,0,0,0,0,0,
2002두906317,,2002du906317,,,,0,0,0,0,0,0,0,1,0,
2002두9179,,2002du9179,대법원,2003.01.24,해임변경처분취소,1,0,5,0,0,0,0,0,0,
2002두9919,,2002du9919,,,,0,0,0,0,0,0,0,1,0,
2002두9919664,,2002du9919664,,,,0,0,0,0,0,0,0,1,0,
2002두9919666,,2002du9919666,,,,0,0,0,0,0,0,0,1,0,
2002마4380,,2002ma4380,,2024.04.14,영업비밀보호 필요가 인정되면 사전 전직금지약정이 없더라도 전직금지를 청구할 수 있다.,0,1,0,7,0,0,0,0,0,
2002마438099,,2002ma438099,,,,0,0,0,0,0,0,0,1,0,
2002재다388,,2002jaeda388,,,,0,0,0,0,0,0,0,1,0,
2002헌바11,,2002heonba11,헌법재판소,2005.09.29,"근로기준법 제36조 등 위헌소원 (동법 제42조, 회사정리법 제208조의 제10호)",1,0,6,0,0,0,0,0,0,
2002헌바51,,2002heonba51,헌법재판소,2003.07.24,산업재해보상보험법 제5조 단서 등 위헌소원,1,0,6,0,0,0,0,0,0,
2002헌바95,,2002heonba95,헌법재판소,2005.11.24,노동조합및노동관계조정법 제81조 제2호 단서 위헌소원,1,0,5,0,0,0,1,0,0,
2002헌바9532,,2002heonba9532,,,,0,0,0,0,0,0,0,1,0,
2003가합15221,,2003gahap15221,,,,0,0,0,0,0,0,0,1,0,
2003가합6980,,2003gahap6980,,2023.02.13,대표이사 지휘아래 있는 비등기이사는 근로기준법상 근로자에 해당한다,0,1,0,6,0,0,0,0,0,
2003구합1196,,2003guhap1196,,,,0,0,0,0,0,0,0,1,0,
2003구합12578,,2003guhap12578,,,,0,0,0,0,0,0,0,1,0,
2003구합23769,,2003guhap23769,,,,0,0,0,0,0,0,0,1,0,
2003구합24632,,2003guhap24632,,,,0,0,0,0,0,0,0,1,0,
2003구합25611,,2003guhap25611,,,,0,0,0,0,0,0,0,1,0,
2003구합25826,,2003guhap25826,,,,0,0,0,0,0,0,0,1,0,
