doc_id,source,case_no,case_src,doctype,category,category_src,post_id,title,gate,bundled
output_법원 노동판례/근로기준/2023다211345_신설 택시회사 1일 소정근로시간 3시간 합의는 무효.md,crawl,2023다211345,meta,prec,근로기준,folder,,신설 택시회사 1일 소정근로시간 3시간 합의는 무효,verbatim,1
output_법원 노동판례/근로기준/2023다213556_임금피크제 무효 인정 사례.md,crawl,2023다213556,meta,prec,근로기준,folder,,임금피크제 무효 인정 사례,verbatim,1
output_법원 노동판례/근로기준/2023다215842_현대차 2차 협력업체 근로자의 근로자파견관계 부정 사례.md,crawl,2023다215842,meta,prec,근로기준,folder,,현대차 2차 협력업체 근로자의 근로자파견관계 부정 사례,verbatim,1
output_법원 노동판례/근로기준/2023다216777_공공기관 경영성과급 등의 통상임금성 부정 사례.md,crawl,2023다216777,meta,prec,근로기준,folder,,공공기관 경영성과급 등의 통상임금성 부정 사례,verbatim,1
output_법원 노동판례/근로기준/2023다217312_대학 시간강사의 소정근로시간 산정에 관한 법리.md,crawl,2023다217312,meta,prec,근로기준,folder,,대학 시간강사의 소정근로시간 산정에 관한 법리,verbatim,1
output_법원 노동판례/근로기준/2023다219752_보험회사 교육담당 매니저의 근로자 지위.md,crawl,2023다219752,meta,prec,근로기준,folder,,보험회사 교육담당 매니저의 근로자 지위,verbatim,1
output_법원 노동판례/근로기준/2023다220691_고용평등법 위반 업무지시 불응 이유 면직처분 무효 인정 사례.md,crawl,2023다220691,meta,prec,근로기준,folder,,고용평등법 위반 업무지시 불응 이유 면직처분 무효 인정 사례,verbatim,1
output_법원 노동판례/근로기준/2023다221359_포괄임금제 부정 사례.md,crawl,2023다221359,meta,prec,근로기준,folder,,포괄임금제 부정 사례,verbatim,1
output_법원 노동판례/근로기준/2023다223508_한국은행 청원경찰 당직근무의 통상근무 인정 사례.md,crawl,2023다223508,meta,prec,근로기준,folder,,한국은행 청원경찰 당직근무의 통상근무 인정 사례,verbatim,1
output_법원 노동판례/근로기준/2023다223744_최저임금 지급 대상 시간 판단 사례.md,crawl,2023다223744,meta,prec,근로기준,folder,,최저임금 지급 대상 시간 판단 사례,verbatim,1
output_법원 노동판례/근로기준/2023다237460_택시회사 소정근로시간수 단축 합의의 효력에 관한 법리.md,crawl,2023다237460,meta,prec,근로기준,folder,,택시회사 소정근로시간수 단축 합의의 효력에 관한 법리,verbatim,1
output_법원 노동판례/근로기준/2023다237514_직무발명보상금 결정에 관한 법리.md,crawl,2023다237514,meta,prec,근로기준,folder,,직무발명보상금 결정에 관한 법리,verbatim,1
output_법원 노동판례/근로기준/2023다258658_스톱옵션 약정 관련 손해배상 판단 사례.md,crawl,2023다258658,meta,prec,근로기준,folder,,스톱옵션 약정 관련 손해배상 판단 사례,verbatim,1
output_법원 노동판례/근로기준/2023다276823_성희롱 가해자 무징계 사직처리한 회사의 손배책임 인정.md,crawl,2023다276823,meta,prec,근로기준,folder,,성희롱 가해자 무징계 사직처리한 회사의 손배책임 인정,verbatim,1
output_법원 노동판례/근로기준/2023다279402_택시회사 소정근로시간 단축합의 무효 인정 사례.md,crawl,2023다279402,meta,prec,근로기준,folder,,택시회사 소정근로시간 단축합의 무효 인정 사례,verbatim,1
output_법원 노동판례/근로기준/2023다287168_직무발명보상금의 발명자 공헌도 판단 사례.md,crawl,2023다287168,meta,prec,근로기준,folder,,직무발명보상금의 발명자 공헌도 판단 사례,verbatim,1
output_법원 노동판례/근로기준/2023다300559_부당해고한 근로자를 원직이 아닌 업무에 복직시킨 경우.md,crawl,2023다300559,meta,prec,근로기준,folder,,부당해고한 근로자를 원직이 아닌 업무에 복직시킨 경우,verbatim,1
output_법원 노동판례/근로기준/2023다315391_무효인 승진의 경우 지급받은 임금 반환에 관한 법리.md,crawl,2023다315391,meta,prec,근로기준,folder,,무효인 승진의 경우 지급받은 임금 반환에 관한 법리,verbatim,1
output_법원 노동판례/근로기준/2023다318420_위약금예정 금지 위반 부정 사례.md,crawl,2023다318420,meta,prec,근로기준,folder,,위약금예정 금지 위반 부정 사례,verbatim,1
output_법원 노동판례/근로기준/2023도1086_타인의 다면평가 결과를 열람한 경우의 죄책에 관한 법리.md,crawl,2023도1086,meta,prec,근로기준,folder,,타인의 다면평가 결과를 열람한 경우의 죄책에 관한 법리,verbatim,1
output_법원 노동판례/근로기준/2023도12878_공무원 결격대상범죄 적용 부정 사례.md,crawl,2023도12878,meta,prec,근로기준,folder,,공무원 결격대상범죄 적용 부정 사례,verbatim,1
output_법원 노동판례/근로기준/2023도14674_산업안전보건법위반 인정 사례.md,crawl,2023도14674,meta,prec,근로기준,folder,,산업안전보건법위반 인정 사례,verbatim,1
output_법원 노동판례/근로기준/2023도18112_채용 남녀고용평등법 위반 업무방해 부정.md,crawl,2023도18112,meta,prec,근로기준,folder,,채용 남녀고용평등법 위반 업무방해 부정,editorial,0
output_법원 노동판례/근로기준/2023도18539_CCTV 영상정보를 징계심의 자료로 사용한 경우에 관한 법리.md,crawl,2023도18539,meta,prec,근로기준,folder,,CCTV 영상정보를 징계심의 자료로 사용한 경우에 관한 법리,verbatim,1
output_법원 노동판례/근로기준/2023도188_퇴직금 지급기일 연장 합의 위반에 대한 유죄 인정 사례.md,crawl,2023도188,meta,prec,근로기준,folder,,퇴직금 지급기일 연장 합의 위반에 대한 유죄 인정 사례,verbatim,1
output_법원 노동판례/근로기준/2023도2318_당연퇴직 사유가 징계 사유와 중복되는 경우에 관한 법리.md,crawl,2023도2318,meta,prec,근로기준,folder,,당연퇴직 사유가 징계 사유와 중복되는 경우에 관한 법리,verbatim,1
output_법원 노동판례/근로기준/2023도2580_서부발전 산업안전보건법 위반 책임 부정 사례.md,crawl,2023도2580,meta,prec,근로기준,folder,,서부발전 산업안전보건법 위반 책임 부정 사례,verbatim,1
output_법원 노동판례/근로기준/2023도5476_상시근로자수 5인 이상 인정 사례.md,crawl,2023도5476,meta,prec,근로기준,folder,,상시근로자수 5인 이상 인정 사례,verbatim,1
output_법원 노동판례/근로기준/2023도5814_고용관계 종료를 둘러싼 협의 과정으로 인정된 특수한 사례.md,crawl,2023도5814,meta,prec,근로기준,folder,,고용관계 종료를 둘러싼 협의 과정으로 인정된 특수한 사례,verbatim,1
output_법원 노동판례/근로기준/2023두31782_교원 성과상여금 재분배 이유 징계처분은 위법.md,crawl,2023두31782,meta,prec,근로기준,folder,,교원 성과상여금 재분배 이유 징계처분은 위법,verbatim,1
output_법원 노동판례/근로기준/2023두35623_부패행위 신고자에 대한 불이익조치 금지에 관한 법리.md,crawl,2023두35623,meta,prec,근로기준,folder,,부패행위 신고자에 대한 불이익조치 금지에 관한 법리,verbatim,1
output_법원 노동판례/근로기준/2023두41727_정년 퇴직후 재고용기대권 부정 사례.md,crawl,2023두41727,meta,prec,근로기준,folder,,정년 퇴직후 재고용기대권 부정 사례,verbatim,1
output_법원 노동판례/근로기준/2023두46074_외국계 기업의 상시근로자 수 판단 사례.md,crawl,2023두46074,meta,prec,근로기준,folder,,외국계 기업의 상시근로자 수 판단 사례,verbatim,1
output_법원 노동판례/근로기준/2023두50127_공무원 채용 면접에서 장애인 차별 금지 위반 인정 사례.md,crawl,2023두50127,meta,prec,근로기준,folder,,공무원 채용 면접에서 장애인 차별 금지 위반 인정 사례,verbatim,1
output_법원 노동판례/근로기준/2023두54914_협동조합 택시운수종사자 근로자지위 판단기준.md,crawl,2023두54914,meta,prec,근로기준,folder,,협동조합 택시운수종사자 근로자지위 판단기준,editorial,0
output_법원 노동판례/근로기준/2023두57876_다른 법인 같은 사업장의 상시근로자 수 판단 사례.md,crawl,2023두57876,meta,prec,근로기준,folder,,다른 법인 같은 사업장의 상시근로자 수 판단 사례,verbatim,1
output_법원 노동판례/근로기준/2024다209783_산업기술 침해금지 청구의 소멸시효에 관한 법리.md,crawl,2024다209783,meta,prec,근로기준,folder,,산업기술 침해금지 청구의 소멸시효에 관한 법리,verbatim,1
output_법원 노동판례/근로기준/2024다226474_택시운전근로자 소정근로시간 단축 합의 무효 인정 사례.md,crawl,2024다226474,meta,prec,근로기준,folder,,택시운전근로자 소정근로시간 단축 합의 무효 인정 사례,verbatim,1
output_법원 노동판례/근로기준/2024다229794_격일제 근무 택시운전자 소정근로시간 인정 사례.md,crawl,2024다229794,meta,prec,근로기준,folder,,격일제 근무 택시운전자 소정근로시간 인정 사례,verbatim,1
output_법원 노동판례/근로기준/2024다250873_부당하게 장기간 유지된 대기발령 무효 인정 사례.md,crawl,2024다250873,meta,prec,근로기준,folder,,부당하게 장기간 유지된 대기발령 무효 인정 사례,verbatim,1
output_법원 노동판례/근로기준/2024다294705_퇴직금 청구의 소멸시효 완성 인정 사례.md,crawl,2024다294705,meta,prec,근로기준,folder,,퇴직금 청구의 소멸시효 완성 인정 사례,verbatim,1
output_법원 노동판례/근로기준/2024도1309_실질작 사용자의 근로기준법 위반책임 인정 사례.md,crawl,2024도1309,meta,prec,근로기준,folder,,실질작 사용자의 근로기준법 위반책임 인정 사례,verbatim,1
output_법원 노동판례/근로기준/2024도19305_자료 무단 반출의 업무상 배임 부정 사례.md,crawl,2024도19305,meta,prec,근로기준,folder,,자료 무단 반출의 업무상 배임 부정 사례,verbatim,1
output_법원 노동판례/근로기준/2024도20470_택시운수 협동조합 근로자 사용자 인정.md,crawl,2024도20470,meta,prec,근로기준,folder,,택시운수 협동조합 근로자 사용자 인정,editorial,0
output_법원 노동판례/근로기준/2024도4055_하도급 근로자에 대한 직상수급인의 임금지급책임 인정 사례.md,crawl,2024도4055,meta,prec,근로기준,folder,,하도급 근로자에 대한 직상수급인의 임금지급책임 인정 사례,verbatim,1
output_법원 노동판례/근로기준/2024도8707_성매매 범죄의 공범에게 지급한 급여의 추징 인정 사례.md,crawl,2024도8707,meta,prec,근로기준,folder,,성매매 범죄의 공범에게 지급한 급여의 추징 인정 사례,verbatim,1
output_법원 노동판례/근로기준/2024두32973_플랫폼 종사자의 근로기준법상 근로자 지위 인정 사례.md,crawl,2024두32973,meta,prec,근로기준,folder,,플랫폼 종사자의 근로기준법상 근로자 지위 인정 사례,verbatim,1
output_법원 노동판례/근로기준/2024두34122_임금이 아닌 복지포인트를 근로소득으로 인정한 사례.md,crawl,2024두34122,meta,prec,근로기준,folder,,임금이 아닌 복지포인트를 근로소득으로 인정한 사례,verbatim,1
output_법원 노동판례/근로기준/2024두40493_실효된 대기발령에 대한 구제신청 이익 인정 사례.md,crawl,2024두40493,meta,prec,근로기준,folder,,실효된 대기발령에 대한 구제신청 이익 인정 사례,verbatim,1
output_법원 노동판례/근로기준/2024두41038_정년퇴직처분의 부당해고 인정 사례.md,crawl,2024두41038,meta,prec,근로기준,folder,,정년퇴직처분의 부당해고 인정 사례,verbatim,1
output_법원 노동판례/근로기준/2024두48893_고용유지지원금 부정 수급 인정 사례.md,crawl,2024두48893,meta,prec,근로기준,folder,,고용유지지원금 부정 수급 인정 사례,verbatim,1
output_법원 노동판례/근로기준/2024두54683_부당해고에 대한 금전보상명령을 받을 구제이익 인정 사례.md,crawl,2024두54683,meta,prec,근로기준,folder,,부당해고에 대한 금전보상명령을 받을 구제이익 인정 사례,verbatim,1
output_법원 노동판례/근로기준/2024두55259_주식회사 임원 근로제공 부정.md,crawl,2024두55259,meta,prec,근로기준,folder,,주식회사 임원 근로제공 부정,editorial,0
output_법원 노동판례/근로기준/2024두55877_사립대학 교원재임용심사에 관한 법리.md,crawl,2024두55877,meta,prec,근로기준,folder,,사립대학 교원재임용심사에 관한 법리,verbatim,1
output_법원 노동판례/근로기준/2025다209645_임금 직접불 원칙에 관한 법리.md,crawl,2025다209645,meta,prec,근로기준,folder,,임금 직접불 원칙에 관한 법리,verbatim,1
output_법원 노동판례/근로기준/2025다214605_이사의 보수 및 퇴직금 청구권 관련 사례.md,crawl,2025다214605,meta,prec,근로기준,folder,,이사의 보수 및 퇴직금 청구권 관련 사례,verbatim,1
output_법원 노동판례/근로기준/2025다217529_사납금 초과수입금 임금 인정.md,crawl,2025다217529,meta,prec,근로기준,folder,,사납금 초과수입금 임금 인정,editorial,0
output_법원 노동판례/근로기준/2025도10267_산업안전보건법위반 중대재해처벌등에관한법률위반.md,crawl,2025도10267,meta,prec,근로기준,folder,,산업안전보건법위반 중대재해처벌등에관한법률위반,verbatim,1
output_법원 노동판례/근로기준/2025도15060_중대재해처벌법 적용사업장 인정.md,crawl,2025도15060,meta,prec,근로기준,folder,,중대재해처벌법 적용사업장 인정,editorial,0
output_법원 노동판례/근로기준/2025도15459_공무직은 형법상 공무원이라고 보기 어렵다고 한 사례.md,crawl,2025도15459,meta,prec,근로기준,folder,,공무직은 형법상 공무원이라고 보기 어렵다고 한 사례,verbatim,1
output_법원 노동판례/근로기준/2025도18022_학교법인 사립학교교원 법률관계.md,crawl,2025도18022,meta,prec,근로기준,folder,,학교법인 사립학교교원 법률관계,editorial,0
output_법원 노동판례/근로기준/2025도2059_노사협의회 정기회의 개최에 관한 법리.md,crawl,2025도2059,meta,prec,근로기준,folder,,노사협의회 정기회의 개최에 관한 법리,verbatim,1
output_법원 노동판례/근로기준/2025도3844_임금 지급 연대책임을 지는 직상 수급인 판단 사례.md,crawl,2025도3844,meta,prec,근로기준,folder,,임금 지급 연대책임을 지는 직상 수급인 판단 사례,verbatim,1
output_법원 노동판례/근로기준/2025도4428_도급인의 산업안전보건법 위반 인정 사례.md,crawl,2025도4428,meta,prec,근로기준,folder,,도급인의 산업안전보건법 위반 인정 사례,verbatim,1
output_법원 노동판례/근로기준/2025두30721_학교법인의 교원징계의결 요구 미이행의 위법 인정 사례.md,crawl,2025두30721,meta,prec,근로기준,folder,,학교법인의 교원징계의결 요구 미이행의 위법 인정 사례,verbatim,1
output_법원 노동판례/근로기준/2025두31809_성희롱 연구부정 교수 해임처분 정당성 인정 사례.md,crawl,2025두31809,meta,prec,근로기준,folder,,성희롱 연구부정 교수 해임처분 정당성 인정 사례,verbatim,1
output_법원 노동판례/근로기준/2025두34772_직원등에게 제품할인판매 접대비 해당부정.md,crawl,2025두34772,meta,prec,근로기준,folder,,직원등에게 제품할인판매 접대비 해당부정,editorial,0
output_법원 노동판례/근로기준/2028529_주제별 노동판례 330선.md,crawl,,,post,근로기준,folder,2028529,주제별 노동판례 330선,post,0
output_법원 노동판례/근로기준/2038078_공공기관의 경영평가성과급은 평균임금에 포함된다.md,crawl,2018다231536,body_head,prec,근로기준,folder,2038078,공공기관의 경영평가성과급은 평균임금에 포함된다,editorial,0
output_법원 노동판례/근로기준/2038092_경영평가성과급을 평균임금에 포함시키는 사례.md,crawl,2015두36157,body_head,prec,근로기준,folder,2038092,경영평가성과급을 평균임금에 포함시키는 사례,editorial,0
output_법원 노동판례/근로기준/2038114_적법하게 변경된 취업규칙이라도 유리한 개별 근로계약 부분에 우선하는 효려.md,crawl,2018다200709,body_head,prec,근로기준,folder,2038114,적법하게 변경된 취업규칙이라도 유리한 개별 근로계약 부분에 우선하는 효력은 없다,editorial,0
output_법원 노동판례/근로기준/2123414_근로기준법상 근로자에 해당하는지 여부의 판단 기준.md,crawl,2004다29736,body_head,prec,근로기준,folder,2123414,근로기준법상 근로자에 해당하는지 여부의 판단 기준,editorial,0
output_법원 노동판례/근로기준/2123642_의도적으로 평균임금이 높아진 경우 그 기간을 뺀 그 직전 3개월로 평균임그.md,crawl,94다8613,body_head,prec,근로기준,folder,2123642,의도적으로 평균임금이 높아진 경우 그 기간을 뺀 그 직전 3개월로 평균임금을 계산한다,editorial,0
output_법원 노동판례/근로기준/2130925_퇴직금을 12개월로 나누어 월급에 포함하여 매월 미리 지급받는다는 약정은 무.md,crawl,2006가단2947,body_head,prec,근로기준,folder,2130925,퇴직금을 12개월로 나누어 월급에 포함하여 매월 미리 지급받는다는 약정은 무효,editorial,0
"output_법원 노동판례/근로기준/2131033_월급,일당 속에 퇴직금을 포함하는 것은 무효이고, 퇴직금 사전포기 약정도 .md",crawl,2007도4171,body_head,prec,근로기준,folder,2131033,"월급,일당 속에 퇴직금을 포함하는 것은 무효이고, 퇴직금 사전포기 약정도 무효이다.",editorial,0
output_법원 노동판례/근로기준/2236538_회사의 이사 등 임원이 근로기준법상의 근로자인지 여부.md,crawl,92다28228,body_head,prec,근로기준,folder,2236538,회사의 이사 등 임원이 근로기준법상의 근로자인지 여부,editorial,0
output_법원 노동판례/근로기준/2236842_근로기준법상의 근로자에 해당하는지 여부의 판단기준.md,crawl,96도732,body_head,prec,근로기준,folder,2236842,근로기준법상의 근로자에 해당하는지 여부의 판단기준,editorial,0
output_법원 노동판례/근로기준/2236865_실습생인 고등학교 졸업예정자의 근로자 해당 기준.md,crawl,86다카2920,body_head,prec,근로기준,folder,2236865,실습생인 고등학교 졸업예정자의 근로자 해당 기준,editorial,0
output_법원 노동판례/근로기준/2236870_근로기준법상의 근로자에 해당하는지 여부의 판단기준.md,crawl,94다22859,body_head,prec,근로기준,folder,2236870,근로기준법상의 근로자에 해당하는지 여부의 판단기준,editorial,0
output_법원 노동판례/근로기준/2236876_사용자의 한 유형인  사업경영담당자의 의미와 판단 기준.md,crawl,2007도1199,body_head,prec,근로기준,folder,2236876,사용자의 한 유형인  사업경영담당자의 의미와 판단 기준,editorial,0
output_법원 노동판례/근로기준/2236882_‘근로자에 관한 사항에 대하여 사업주를 위하여 행동하는 자’의 의미.md,crawl,2008도5984,body_head,prec,근로기준,folder,2236882,‘근로자에 관한 사항에 대하여 사업주를 위하여 행동하는 자’의 의미,editorial,0
output_법원 노동판례/근로기준/2236897_정년이 되는 시기의 해석.md,crawl,71다2669,body_head,prec,근로기준,folder,2236897,정년이 되는 시기의 해석,editorial,0
output_법원 노동판례/근로기준/2236901_진의의 사직서를 근거로 이루어진 근로관계 소멸 통지는 해고가 아니다.md,crawl,95누7765,body_head,prec,근로기준,folder,2236901,진의의 사직서를 근거로 이루어진 근로관계 소멸 통지는 해고가 아니다,editorial,0
output_법원 노동판례/근로기준/2236909_사직서 제출 후 철회할 수 있는지 여부.md,crawl,99두8657,body_head,prec,근로기준,folder,2236909,사직서 제출 후 철회할 수 있는지 여부,editorial,0
output_법원 노동판례/근로기준/2236917_전직원이 책임지는 모습을 보이기 위해 형식상으로 제출한 사직서를 수리한 .md,crawl,2009두15951,body_head,prec,근로기준,folder,2236917,전직원이 책임지는 모습을 보이기 위해 형식상으로 제출한 사직서를 수리한 것은 해고에 해당한다,editorial,0
output_법원 노동판례/근로기준/2236951_계약만료와 동시에 갱신하거나 반복계약하였다면 기간을 모두 합산해야.md,crawl,93다26168,body_head,prec,근로기준,folder,2236951,계약만료와 동시에 갱신하거나 반복계약하였다면 기간을 모두 합산해야,editorial,0
output_법원 노동판례/근로기준/2237135_위탁교육 후의 의무재직기간 근무 불이행시 그 급여를 반환토록 한 약정의 효ᄅ.md,crawl,95다52222,body_head,prec,근로기준,folder,2237135,위탁교육 후의 의무재직기간 근무 불이행시 그 급여를 반환토록 한 약정의 효력,editorial,0
output_법원 노동판례/근로기준/2237140_의무재직기간 근무 불이행시 파견된 해외 회사로부터 지급받은 금품을 반환ᄒ.md,crawl,95다24944,body_head,prec,근로기준,folder,2237140,의무재직기간 근무 불이행시 파견된 해외 회사로부터 지급받은 금품을 반환하기로 한 약정의 효력,editorial,0
output_법원 노동판례/근로기준/2237480_근로관계 자동소멸이 아닌 당연퇴직사유에 따른 퇴직의 법적 성질(해고) 및 다.md,crawl,98두18848,body_head,prec,근로기준,folder,2237480,근로관계 자동소멸이 아닌 당연퇴직사유에 따른 퇴직의 법적 성질(해고) 및 당연퇴직사유 해석 기준,editorial,0
output_법원 노동판례/근로기준/2237499_전직처분의 효력 및 정당한 인사권의 범위 내에 속하는지 여부의 판단기준.md,crawl,93다47677,body_head,prec,근로기준,folder,2237499,전직처분의 효력 및 정당한 인사권의 범위 내에 속하는지 여부의 판단기준,editorial,0
output_법원 노동판례/근로기준/2237507_회사의 전보처분이 권리남용에 해당하는지 여부의 판단기준.md,crawl,95누7130,body_head,prec,근로기준,folder,2237507,회사의 전보처분이 권리남용에 해당하는지 여부의 판단기준,editorial,0
output_법원 노동판례/근로기준/2237516_수습 중인 근로자에 대한 채용거절(=해고)의 정당성.md,crawl,2004구합30122,body_head,prec,근로기준,folder,2237516,수습 중인 근로자에 대한 채용거절(=해고)의 정당성,editorial,0
output_법원 노동판례/근로기준/2237547_부당해고기간 동안의 임금지급 범위.md,crawl,81다626,body_head,prec,근로기준,folder,2237547,부당해고기간 동안의 임금지급 범위,editorial,0
output_법원 노동판례/근로기준/2237555_해고기간 중 발생한 근로자의 중간수입금 공제 여부와 범위.md,crawl,90다카25277,body_head,prec,근로기준,folder,2237555,해고기간 중 발생한 근로자의 중간수입금 공제 여부와 범위,editorial,0
"output_법원 노동판례/근로기준/2237571_근로자에게 신체장해가 있어 업무수행을 할 수 없거나 부적합하게 된 경우, 그 그.md",crawl,95누15728,body_head,prec,근로기준,folder,2237571,"근로자에게 신체장해가 있어 업무수행을 할 수 없거나 부적합하게 된 경우, 그 근로자에 대한 장해해고를 할 수 있는지 여부",editorial,0
output_법원 노동판례/근로기준/2237585_업무상 부상으로 요양중인 근로자에 대해 해고가 제한되는 휴업기간과 휴업기가.md,crawl,91누3321,body_head,prec,근로기준,folder,2237585,업무상 부상으로 요양중인 근로자에 대해 해고가 제한되는 휴업기간과 휴업기간에 해당하지 않는 경우의 기준,editorial,0
output_법원 노동판례/근로기준/2237695_기간을 정하여 채용된 근로자에 대한 갱신계약체결의 거절이 무효인 경우.md,crawl,93다17843,body_head,prec,근로기준,folder,2237695,기간을 정하여 채용된 근로자에 대한 갱신계약체결의 거절이 무효인 경우,editorial,0
output_법원 노동판례/근로기준/2237734_영업의 전부 또는 일부양도가 이루어진 경우에는 원칙적으로 해당 근로자들ᄋ.md,crawl,93다18938,body_head,prec,근로기준,folder,2237734,영업의 전부 또는 일부양도가 이루어진 경우에는 원칙적으로 해당 근로자들의 근로관계가 양수하는 기업에 승계된다,editorial,0
output_법원 노동판례/근로기준/2237744_영업양도의 의미 및 영업의 포괄적 양도와 고용계약의 승계 여부.md,crawl,91다15225,body_head,prec,근로기준,folder,2237744,영업양도의 의미 및 영업의 포괄적 양도와 고용계약의 승계 여부,editorial,0
output_법원 노동판례/근로기준/2238133_해고가 무효인 경우 임금은 임금의 총액에 포섭될 임금이 전부 포함되고 통사.md,crawl,93다11463,body_head,prec,근로기준,folder,2238133,해고가 무효인 경우 임금은 임금의 총액에 포섭될 임금이 전부 포함되고 통상임금으로 국한되는 것은 아니다,editorial,0
output_법원 노동판례/근로기준/2238155_기준근로시간을 초과하는 연장근로를 허용하는 '당자자간의 합의'의 의미.md,crawl,93누5796,body_head,prec,근로기준,folder,2238155,기준근로시간을 초과하는 연장근로를 허용하는 '당자자간의 합의'의 의미,editorial,0
"output_법원 노동판례/근로기준/2238175_근로자 동의 없이 변경한 취업규칙은 기존 재직자에 대해서는 효력이 없지만, .md",crawl,91다45165,body_head,prec,근로기준,folder,2238175,"근로자 동의 없이 변경한 취업규칙은 기존 재직자에 대해서는 효력이 없지만, 신규 입사자에 대하여는 적용된다",editorial,0
output_법원 노동판례/근로기준/2238634_회사 귀책사유에 해당하는 경영상의 필요에 따라 대기발령을 한 경우에도 휴업ᄉ.md,crawl,2012다12870,body_head,prec,근로기준,folder,2238634,회사 귀책사유에 해당하는 경영상의 필요에 따라 대기발령을 한 경우에도 휴업수당을 지급해야 한다.,editorial,0
"output_법원 노동판례/근로기준/2238644_대기시간,휴식, 수면시간도 자유이용이 보장되지 않고 회사의 지휘, 감독하에 놓여 ᄋ.md",crawl,92다24509,body_head,prec,근로기준,folder,2238644,"대기시간,휴식, 수면시간도 자유이용이 보장되지 않고 회사의 지휘, 감독하에 놓여 있다면 근로시간",editorial,0
output_법원 노동판례/근로기준/2238665_근로조건 변경을 내용으로 하는 자구계획서가 변경된 취업규칙으로서 그 효력.md,crawl,2001다63599,body_head,prec,근로기준,folder,2238665,근로조건 변경을 내용으로 하는 자구계획서가 변경된 취업규칙으로서 그 효력이 있다고 한 사례,editorial,0
"output_법원 노동판례/근로기준/2238694_단체협약이 취업규칙보다 근로자에게 더 불리하게 개정된 경우, 취업규칙의 적ᄋ.md",crawl,2002두9063,body_head,prec,근로기준,folder,2238694,"단체협약이 취업규칙보다 근로자에게 더 불리하게 개정된 경우, 취업규칙의 적용이 배제되는지 여부",editorial,0
output_법원 노동판례/근로기준/2246340_대기시간 휴식·수면시간도 지휘·감독을 받고 있다면 근로시간이다..md,crawl,2021다225845,body_head,prec,근로기준,folder,2246340,대기시간 휴식·수면시간도 지휘·감독을 받고 있다면 근로시간이다.,editorial,0
output_법원 노동판례/근로기준/2247259_임금인상 소급분도 고정성을 갖춘 통상임금에 해당한다.md,crawl,2017다56226,body_head,prec,근로기준,folder,2247259,임금인상 소급분도 고정성을 갖춘 통상임금에 해당한다,editorial,0
output_법원 노동판례/근로기준/2247287_통신비지원수수료와 원거리지원수수료가 평균임금에 해당하는지 여부.md,crawl,2021다222914,body_head,prec,근로기준,folder,2247287,통신비지원수수료와 원거리지원수수료가 평균임금에 해당하는지 여부,editorial,0
output_법원 노동판례/근로기준/2261831_1년 계약직 최대 연차휴가는 11일.md,crawl,2021다227100,body_head,prec,근로기준,folder,2261831,1년 계약직 최대 연차휴가는 11일,editorial,0
output_법원 노동판례/근로기준/2279032_근무형태의 개편과 취업규칙 불이익 변경 여부 기준.md,crawl,2018다255488,body_head,prec,근로기준,folder,2279032,근무형태의 개편과 취업규칙 불이익 변경 여부 기준,editorial,0
"output_법원 노동판례/근로기준/2279151_명절상여금은 통상임금이고, 상여금을 통상임금에 포함하여 추가한 법저.md",crawl,2016다7975,body_head,prec,근로기준,folder,2279151,"명절상여금은 통상임금이고, 상여금을 통상임금에 포함하여 추가한 법정수당 청구는 신의칙에 위배되지 않는다",editorial,0
output_법원 노동판례/근로기준/2279188_시용기간도 퇴직금 산정 기초인 계속근로기간에 포함해야 한다.md,crawl,2021다218083,body_head,prec,근로기준,folder,2279188,시용기간도 퇴직금 산정 기초인 계속근로기간에 포함해야 한다,editorial,0
output_법원 노동판례/근로기준/2280982_기간제 근로계약에서 계약갱신 기대권이 인정되지 않은 경우.md,crawl,2009두9789,body_head,prec,근로기준,folder,2280982,기간제 근로계약에서 계약갱신 기대권이 인정되지 않은 경우,editorial,0
output_법원 노동판례/근로기준/2281561_평균임금으로 인정되기 위한 근로의 대상성 유무를 판단하는 기준.md,crawl,94다55934,body_head,prec,근로기준,folder,2281561,평균임금으로 인정되기 위한 근로의 대상성 유무를 판단하는 기준,editorial,0
output_법원 노동판례/근로기준/2282714_퇴직금제도의 차등이 인정되는 경우와 동종의 근로자로 보지 않는 경우.md,crawl,86다카2507,body_head,prec,근로기준,folder,2282714,퇴직금제도의 차등이 인정되는 경우와 동종의 근로자로 보지 않는 경우,editorial,0
output_법원 노동판례/근로기준/2282932_취업규칙을 종전보다 불리하게 변경하기 위한 근로자측의 동의방법.md,crawl,94다23180,body_head,prec,근로기준,folder,2282932,취업규칙을 종전보다 불리하게 변경하기 위한 근로자측의 동의방법,editorial,0
output_법원 노동판례/근로기준/2283000_경영주체 변경에 불과하다면 퇴직금 산정시 근속연수를 합산해야.md,crawl,2001다24662,body_head,prec,근로기준,folder,2283000,경영주체 변경에 불과하다면 퇴직금 산정시 근속연수를 합산해야,editorial,0
output_법원 노동판례/근로기준/2283250_이사 등에게 지급하는 퇴직연금도 압류금지채권에 해당한다.md,crawl,2015다51968,body_head,prec,근로기준,folder,2283250,이사 등에게 지급하는 퇴직연금도 압류금지채권에 해당한다,editorial,0
